Incident No.,Incident_Date,Site,Type,Brief Description,Maint_Count_1d_before,Maint_Count_3d_before,Maint_Count_7d_before,Maint_Count_14d_before,Maint_Count_30d_before,Maint_Count_60d_before,Maint_Count_90d_before,Maint_Count_1d_after,Maint_Count_3d_after,Maint_Count_7d_after,Maint_Count_14d_after,Maint_Count_30d_after,Maint_Count_60d_after,Maint_Count_90d_after
INC-1465942,2025-07-15,Cheyenne WY,Near Miss,Complex 1 Historian DeltaV services quit running ,36,36,83,169,489,818,1229,20,43,76,166,404,760,1129
INC-1465935,2025-07-16,Cheyenne WY,Incident, Lube Oil Sump TI Reading Erratic.,20,45,80,168,490,827,1208,32,32,84,191,393,749,1138
INC-1465931,2025-07-16,Cheyenne WY,Incident,E-9 boiler sight glass leaking,20,45,80,168,490,827,1208,32,32,84,191,393,749,1138
INC-1465885,2025-07-15,Cheyenne WY,Hazard,Ladder at remelt tank not fully secured ,36,36,83,169,489,818,1229,20,43,76,166,404,760,1129
INC-1465857,2025-07-15,Cheyenne WY,Hazard,Open manhole covers creating a fall hazard between flares and scale. ,36,36,83,169,489,818,1229,20,43,76,166,404,760,1129
INC-1465786,2025-07-14,Cheyenne WY,Incident,Flange/valve off of E8 bypass line leaking NOX.,25,25,103,170,489,838,1236,36,68,86,176,399,785,1140
INC-1465743,2025-07-13,Cheyenne WY,Incident,Cyclone cannon won't fire.,0,17,78,146,472,827,1262,25,45,68,153,387,785,1140
INC-1465742,2025-07-13,Cheyenne WY,Incident,Seal leak on G6 condensate pump.,0,17,78,146,472,827,1262,25,45,68,153,387,785,1140
INC-1465740,2025-07-13,Cheyenne WY,Incident,Chain broke on rotary air lock,0,17,78,146,472,827,1262,25,45,68,153,387,785,1140
INC-1465738,2025-07-12,Cheyenne WY,Near Miss,M-462 belt stopping intermittently.,0,35,78,157,485,844,1262,0,36,68,153,369,755,1140
INC-1465737,2025-07-12,Cheyenne WY,Incident,M-460 Conveyor would not start.,0,35,78,157,485,844,1262,0,36,68,153,369,755,1140
INC-1465644,2025-07-11,Cheyenne WY,Incident,Flange leak on heat train.,17,47,79,169,491,874,1262,0,25,68,153,346,744,1139
INC-1465607,2025-07-10,Cheyenne WY,Near Miss,Ammonia feed pump gearbox level glass found broken,35,78,102,203,505,874,1266,17,17,85,169,363,749,1120
INC-1465548,2025-07-09,Cheyenne WY,Incident,"C-201 packing leak on start up, 4th stage",30,61,106,200,516,857,1280,35,35,80,155,381,743,1118
INC-1465547,2025-07-09,Cheyenne WY,Incident,4th stages on C-01 got hot and caused valves and rider bands to get very hot and trip compressor.,30,61,106,200,516,857,1280,35,35,80,155,381,743,1118
INC-1465483,2025-07-07,Cheyenne WY,Incident,Wrong Drive Sprockets installed on Coating Drum,31,32,98,291,486,857,1295,43,78,103,164,392,785,1128
INC-1465365,2025-07-07,Cheyenne WY,Incident,Air blasters not firing since TA SU,31,32,98,291,486,857,1295,43,78,103,164,392,785,1128
INC-1465361,2025-07-07,Cheyenne WY,Near Miss,Primary Reformer swings caused by Primary Reformer FD Turbine speed indication malfunction,31,32,98,291,486,857,1295,43,78,103,164,392,785,1128
INC-1465254,2025-06-18,Cheyenne WY,Incident,Unknown drums identified on waste pad - pH below 1,26,66,104,201,395,776,1167,37,63,198,299,469,830,1232
INC-1465131,2025-06-29,Cheyenne WY,Hazard,TA25 - houskeeping at the south end of Lodan very poor and needs attention,12,58,193,308,486,861,1301,13,44,68,146,337,775,1105
INC-1465130,2025-06-29,Cheyenne WY,Hazard,TA25 - Aerosol spray cans disposed of in the general trash,12,58,193,308,486,861,1301,13,44,68,146,337,775,1105
INC-1465126,2025-06-25,Cheyenne WY,Hazard,TA25 - Fire watch was filling at the atmosphere information on the wrong days record sheet.,48,135,198,288,498,867,1269,48,71,115,200,370,736,1126
INC-1465125,2025-06-24,Cheyenne WY,Hazard,TA25 - Barricade on ground floor with tags only on 3 sides,121,135,196,288,484,853,1268,48,94,128,216,403,770,1144
INC-1465124,2025-06-25,Cheyenne WY,Hazard,TA25 - Harness stored on the ground with the possibility of it getting wet,48,135,198,288,498,867,1269,48,71,115,200,370,736,1126
INC-1465123,2025-06-24,Cheyenne WY,Hazard,TA25 - safety rep noticed a bonding cable not connected to the base of a motor,121,135,196,288,484,853,1268,48,94,128,216,403,770,1144
INC-1465116,2025-06-24,Cheyenne WY,Hazard,TA25 - permit was not updated for the current day.,121,135,196,288,484,853,1268,48,94,128,216,403,770,1144
INC-1465115,2025-06-24,Cheyenne WY,Hazard,TA25 - unused pallets left near workplace ,121,135,196,288,484,853,1268,48,94,128,216,403,770,1144
INC-1465113,2025-07-02,Cheyenne WY,Hazard,Contractor tripped down #2 Aux Boiler.,31,44,115,299,527,864,1289,44,45,106,168,376,754,1115
INC-1465112,2025-07-03,Cheyenne WY,Incident,"Structure for ""A"" Cooling tower fan gearbox corroded and broke",44,66,124,308,525,887,1277,24,24,102,170,355,738,1116
INC-1465067,2025-07-02,Cheyenne WY,Incident,Driveshaft broke on East cooling tower fan.,31,44,115,299,527,864,1289,44,45,106,168,376,754,1115
INC-1464994,2025-06-30,Cheyenne WY,Incident,Contractor (Hutton for Reliant project) backed into Complex 1 structure,13,36,205,312,497,858,1293,22,66,98,170,372,776,1104
INC-1464993,2025-07-01,Cheyenne WY,Hazard,25TA Hazards: Electrical Insufficiencies,22,34,128,290,506,843,1284,31,55,98,169,386,764,1108
INC-1464928,2025-06-26,Cheyenne WY,Near Miss,E14 to E3 connection has been problematic and has caused a 3.5 day slip in the overall turnaround schedule.,48,169,218,316,529,901,1277,46,58,124,203,356,761,1133
INC-1464924,2025-06-30,Cheyenne WY,Hazard,"25TA Hazard: Open Hole in CT Deck for CS Work, No Barricade",13,36,205,312,497,858,1293,22,66,98,170,372,776,1104
INC-1464910,2025-06-30,Cheyenne WY,Incident,2020AV302 CARBON STEEL PARTS ON NEW VALVE (see INC-1464704),13,36,205,312,497,858,1293,22,66,98,170,372,776,1104
INC-1464785,2025-06-27,Cheyenne WY,Hazard,Turnaround work for Lodan 1 and the #3 acid plant was put on hold for 2 hours due the high Ammonia on the area. ,46,94,207,315,514,913,1289,23,36,91,169,322,752,1128
INC-1464735,2025-06-27,Cheyenne WY,Hazard,25TA Hazard:  NH3 ppm issue in area of Turnaround activities,46,94,207,315,514,913,1289,23,36,91,169,322,752,1128
INC-1464726,2025-06-26,Cheyenne WY,Incident,TA25 - Light plant leaking diesel fuel ,48,169,218,316,529,901,1277,46,58,124,203,356,761,1133
INC-1464725,2025-06-25,Cheyenne WY,Hazard,TA25 - safety glasses were pulled down and not protecting eyes,48,135,198,288,498,867,1269,48,71,115,200,370,736,1126
INC-1464704,2025-06-27,Cheyenne WY,Incident,It was discover that (AIC-302) acid correction to the Venturis in lodan #2  was leaking. ,46,94,207,315,514,913,1289,23,36,91,169,322,752,1128
INC-1464662,2025-06-27,Cheyenne WY,Incident,UAN Spill from ST-207 Pump,46,94,207,315,514,913,1289,23,36,91,169,322,752,1128
INC-1464661,2025-06-26,Cheyenne WY,Hazard,25TA Hazard: Work Area Not Cleaned Up After E-439 Hydro,48,169,218,316,529,901,1277,46,58,124,203,356,761,1133
INC-1464659,2025-06-27,Cheyenne WY,Hazard,"25TA Hazard: 2026-PSV-7312, Neutralizer Vac Breaker, Tag & Test Report Incorrect",46,94,207,315,514,913,1289,23,36,91,169,322,752,1128
INC-1464657,2025-06-26,Cheyenne WY,Hazard,25TA Hazard: Repeat Instances of Contractors Working w/out Appropriate Eye Protection in LoDAN1 Building,48,169,218,316,529,901,1277,46,58,124,203,356,761,1133
INC-1464655,2025-06-27,Cheyenne WY,Hazard,"25TA Hazard: Contractor working without eye protection, then donned dark glasses inside building, did not stop to get clear ones after saying he would.",46,94,207,315,514,913,1289,23,36,91,169,322,752,1128
INC-1464644,2025-06-27,Cheyenne WY,Incident,"While plant was running, power went out in Litwin and Urea BDC and Building power out.",46,94,207,315,514,913,1289,23,36,91,169,322,752,1128
INC-1464587,2025-06-24,Cheyenne WY,Hazard,"TA25 - Bad housekeeping with miscellaneas items including, cords pallets,hoses,string lights,metal beams water bottles, Bolts etc",121,135,196,288,484,853,1268,48,94,128,216,403,770,1144
INC-1464550,2025-06-22,Cheyenne WY,Hazard,TA25 - harness left on the ground.,14,49,115,195,363,777,1189,87,135,193,260,439,857,1208
INC-1464549,2025-06-23,Cheyenne WY,Hazard,"TA25 - Air hose was run through the staiway in an attempyt to keep away from walkway , but it then created a trip hazard at bottom of stairwell",87,113,194,282,450,840,1249,121,169,205,291,458,857,1208
INC-1464548,2025-06-21,Cheyenne WY,Hazard,TA25 - Employee using skill saw without a faceshield,26,63,126,195,394,803,1189,14,135,206,274,438,834,1222
INC-1464546,2025-06-20,Cheyenne WY,Hazard,TA25 - welding cable in bad condition with damage to insulatioj exposing copper conductors ,35,61,120,181,398,811,1175,26,113,207,286,432,825,1234
INC-1464545,2025-06-20,Cheyenne WY,Hazard,chain falls laying in walkways,35,61,120,181,398,811,1175,26,113,207,286,432,825,1234
INC-1464544,2025-06-19,Cheyenne WY,Hazard,TA25 - craft could not open the gate on scaffold deck as the neeting had come loose catching the gate,37,81,121,203,406,799,1163,35,49,218,308,455,838,1233
INC-1464543,2025-06-19,Cheyenne WY,Hazard,TA25 - gushes of pressurised water not completely barricaded when hydro blasting,37,81,121,203,406,799,1163,35,49,218,308,455,838,1233
INC-1464542,2025-06-23,Cheyenne WY,Hazard,TA25 - electrical cord hanging below 7',87,113,194,282,450,840,1249,121,169,205,291,458,857,1208
INC-1464541,2025-06-23,Cheyenne WY,Hazard,TA25 - Trash cans overflowing,87,113,194,282,450,840,1249,121,169,205,291,458,857,1208
INC-1464540,2025-06-23,Cheyenne WY,Hazard,TA25 - face shield not utilised when cutting,87,113,194,282,450,840,1249,121,169,205,291,458,857,1208
INC-1464539,2025-06-23,Cheyenne WY,Hazard,"TA25 - Nails and screw found on cooling tower siding, with people walking around and over it",87,113,194,282,450,840,1249,121,169,205,291,458,857,1208
INC-1464537,2025-06-26,Cheyenne WY,Hazard,TA25 - Employee not wearing eye protection,48,169,218,316,529,901,1277,46,58,124,203,356,761,1133
INC-1464536,2025-06-23,Cheyenne WY,Hazard,TA25 - 3 buckets of unknown substance were identified east of Lodan 1,87,113,194,282,450,840,1249,121,169,205,291,458,857,1208
INC-1464508,2025-06-25,Cheyenne WY,Incident,ATH foamed in tank and came out of the overflow.,48,135,198,288,498,867,1269,48,71,115,200,370,736,1126
INC-1464377,2025-06-24,Cheyenne WY,Hazard,While conducting a GEMBA I noticed a block of wood in the doorway.,121,135,196,288,484,853,1268,48,94,128,216,403,770,1144
INC-1464375,2025-06-24,Cheyenne WY,Incident,"During Normal Operations, Creole tripped. Was noticed that a nipple on Ambitrol system broke.",121,135,196,288,484,853,1268,48,94,128,216,403,770,1144
INC-1464232,2025-06-22,Cheyenne WY,Incident,Contractors working on the Cooling Tower had a rented Manlift's hydraulic line start leaking.,14,49,115,195,363,777,1189,87,135,193,260,439,857,1208
INC-1464186,2025-06-21,Cheyenne WY,Hazard,25TA Hazard:  BRM Door Propped Open (Lunch Room),26,63,126,195,394,803,1189,14,135,206,274,438,834,1222
INC-1464185,2025-06-21,Cheyenne WY,Hazard,"Hazard:  Hole in Grating, 2nd Level NAP3",26,63,126,195,394,803,1189,14,135,206,274,438,834,1222
INC-1464182,2025-06-21,Cheyenne WY,Incident,North Cooper 3L Cylinder Injector Failure,26,63,126,195,394,803,1189,14,135,206,274,438,834,1222
INC-1464181,2025-06-21,Cheyenne WY,Hazard,25TA Hazard: Forklift driving too fast ,26,63,126,195,394,803,1189,14,135,206,274,438,834,1222
INC-1464126,2025-06-20,Cheyenne WY,Hazard,25TA hazard: incomplete/abandoned red barricades & obstructed walkways in LoDAN1,35,61,120,181,398,811,1175,26,113,207,286,432,825,1234
INC-1464124,2025-06-20,Cheyenne WY,Incident,"Cooling Tower water blown out by wind, to bare ground",35,61,120,181,398,811,1175,26,113,207,286,432,825,1234
INC-1464123,2025-06-20,Cheyenne WY,Incident,TA 2025 - Scaffold Yard - Light Plant Fuel Line Rupture ,35,61,120,181,398,811,1175,26,113,207,286,432,825,1234
INC-1464104,2025-06-20,Cheyenne WY,Hazard,25TA Hazard: NH3 Vapors Up to 100ppm,35,61,120,181,398,811,1175,26,113,207,286,432,825,1234
INC-1464102,2025-06-20,Cheyenne WY,Hazard,25TA Hazard: Opening in Red Barricade,35,61,120,181,398,811,1175,26,113,207,286,432,825,1234
INC-1464092,2025-06-19,Cheyenne WY,Hazard,NH3 ppm issue in area of Turnaround activities.,37,81,121,203,406,799,1163,35,49,218,308,455,838,1233
INC-1464083,2025-06-19,Cheyenne WY,Incident,Urea Plant intentionally shut down (also see INC-1464092),37,81,121,203,406,799,1163,35,49,218,308,455,838,1233
INC-1464053,2025-06-17,Cheyenne WY,Hazard,a number of tripping hazards on the lodan 2nd floor near the coating drum,44,63,104,203,381,762,1188,26,61,196,290,481,842,1229
INC-1464052,2025-06-17,Cheyenne WY,Hazard,TA25 - some rain gear was not FR ,44,63,104,203,381,762,1188,26,61,196,290,481,842,1229
INC-1464051,2025-06-17,Cheyenne WY,Hazard,"TA25 - hole left unattended and unbarricaded on 3rd floor of Lodan Building, hole was small but big enough to put a foot through",44,63,104,203,381,762,1188,26,61,196,290,481,842,1229
INC-1464049,2025-06-17,Cheyenne WY,Hazard,TA25 - nails still in broken pallets ,44,63,104,203,381,762,1188,26,61,196,290,481,842,1229
INC-1464019,2025-06-18,Cheyenne WY,Hazard,25TA Hazard: Blind tags not pulled on Hydro work,26,66,104,201,395,776,1167,37,63,198,299,469,830,1232
INC-1463982,2025-06-18,Cheyenne WY,Hazard,"TA25 - permit and JSA for a scaffolding job , lacking some details for the task",26,66,104,201,395,776,1167,37,63,198,299,469,830,1232
INC-1463981,2025-06-18,Cheyenne WY,Hazard,Extension cord in walkway,26,66,104,201,395,776,1167,37,63,198,299,469,830,1232
INC-1463980,2025-06-17,Cheyenne WY,Hazard,TA25 - Eye protection was hanging off the face ,44,63,104,203,381,762,1188,26,61,196,290,481,842,1229
INC-1463978,2025-06-16,Cheyenne WY,Hazard,"TA25 - poorly supported unattached small pipe, the anchor point was not the best availible and poor-quality rope was used",40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463976,2025-06-16,Cheyenne WY,Hazard,TA25 - Bolts and debrie left on scaffold decks,40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463968,2025-06-19,Cheyenne WY,Near Miss,Forklift Lugs worn through the wheel. ,37,81,121,203,406,799,1163,35,49,218,308,455,838,1233
INC-1463958,2025-06-18,Cheyenne WY,Incident,1st stage Frick tripped.,26,66,104,201,395,776,1167,37,63,198,299,469,830,1232
INC-1463945,2025-06-18,Cheyenne WY,Hazard,Temperature Probe left out of Frick and started,26,66,104,201,395,776,1167,37,63,198,299,469,830,1232
INC-1463913,2025-06-16,Cheyenne WY,Incident,Leak on A Carb,40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463874,2025-06-18,Cheyenne WY,Incident,TA25 - Light plant fuel leaking,26,66,104,201,395,776,1167,37,63,198,299,469,830,1232
INC-1463827,2025-06-16,Cheyenne WY,Hazard,TA25 - skip overloaded with bags ,40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463826,2025-06-16,Cheyenne WY,Hazard,TA25 - lock boxes with locks without tags,40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463824,2025-06-16,Cheyenne WY,Hazard,TA25 - cribbing left in walkway,40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463823,2025-06-15,Cheyenne WY,Hazard,TA25 - pile of old timber had nails sticking out,19,40,88,184,337,748,1184,40,66,115,308,489,882,1238
INC-1463822,2025-06-15,Cheyenne WY,Hazard,TA25 - overhead crane swing radius not completely barricaded,19,40,88,184,337,748,1184,40,66,115,308,489,882,1238
INC-1463725,2025-06-15,Cheyenne WY,Hazard,dark glasses worn inside of the Lodan building,19,40,88,184,337,748,1184,40,66,115,308,489,882,1238
INC-1463720,2025-06-16,Cheyenne WY,Hazard,TA25 - red tape left up after task was complete,40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463713,2025-06-16,Cheyenne WY,Hazard,"25TA, Hazards Identified During Gemba in LoDAN1",40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463712,2025-06-16,Cheyenne WY,Hazard,"25TA Hazard: Part of Staircase Removed, Soft Barricade at Top",40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463710,2025-06-16,Cheyenne WY,Hazard,25TA Hazard: Materials of Construction Partially Obstructing Base of Stairs,40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463709,2025-06-16,Cheyenne WY,Hazard,Hazard: Tripping Hazard Where Pavement Ends,40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463705,2025-06-16,Cheyenne WY,Near Miss,Lodan 3 workstation unable to start DeltaV services,40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463701,2025-06-15,Cheyenne WY,Near Miss,TA25 - Box fell from 150 feet landing in front of a contractor.,19,40,88,184,337,748,1184,40,66,115,308,489,882,1238
INC-1463682,2025-06-16,Cheyenne WY,Hazard,25TA Hazard: Incomplete Barricades Between LoDAN1 & Absorber,40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463678,2025-06-16,Cheyenne WY,Hazard,25TA Hazard: Tripping Hazard on Grating Walkway Caused by Rigging for Job Below (K-1 intercooler),40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463669,2025-06-16,Cheyenne WY,Hazard,25TA Hazard: Opening in Red Barricade,40,59,120,216,369,750,1198,44,81,194,312,490,874,1230
INC-1463629,2025-06-15,Cheyenne WY,Hazard,Elevated leading edge without hard barricade or 6 foot margin.,19,40,88,184,337,748,1184,40,66,115,308,489,882,1238
INC-1463628,2025-06-15,Cheyenne WY,Near Miss,App 1 (historian) hard drive has failed,19,40,88,184,337,748,1184,40,66,115,308,489,882,1238
INC-1463627,2025-06-15,Cheyenne WY,Near Miss,Failed hard drive on Lodan quad 2 workstation,19,40,88,184,337,748,1184,40,66,115,308,489,882,1238
INC-1463626,2025-06-15,Cheyenne WY,Near Miss,Failed hard drive on Acid 4 workstation,19,40,88,184,337,748,1184,40,66,115,308,489,882,1238
INC-1463625,2025-06-15,Cheyenne WY,Near Miss,Failed hard drive on Lodan 1 workstation,19,40,88,184,337,748,1184,40,66,115,308,489,882,1238
INC-1463624,2025-06-15,Cheyenne WY,Hazard,25TA Hazard: Black Pickup with Utility Box Bed Speeding West of HiDAN Barn,19,40,88,184,337,748,1184,40,66,115,308,489,882,1238
INC-1463584,2025-06-12,Cheyenne WY,Hazard,TA25 - gloves not being worn when handling dirty material,19,61,95,181,372,790,1159,21,40,121,316,485,854,1240
INC-1463583,2025-06-12,Cheyenne WY,Hazard,TA25 - one member of crew not wearing hearing protection,19,61,95,181,372,790,1159,21,40,121,316,485,854,1240
INC-1463582,2025-06-12,Cheyenne WY,Hazard,TA25 - BRM doors were groped open,19,61,95,181,372,790,1159,21,40,121,316,485,854,1240
INC-1463581,2025-06-12,Cheyenne WY,Hazard,TA25 - barraciade not complete and entry could be gained from within building,19,61,95,181,372,790,1159,21,40,121,316,485,854,1240
INC-1463580,2025-06-12,Cheyenne WY,Hazard,"TA25 - JSA review conducted, and more information added as the JSA was very generic",19,61,95,181,372,790,1159,21,40,121,316,485,854,1240
INC-1463579,2025-06-12,Cheyenne WY,Hazard,TA25 - dark glasses being worn inside the Lodan building,19,61,95,181,372,790,1159,21,40,121,316,485,854,1240
INC-1463578,2025-06-12,Cheyenne WY,Hazard,TA25 - JSA signed with the wrong date ,19,61,95,181,372,790,1159,21,40,121,316,485,854,1240
INC-1463577,2025-06-12,Cheyenne WY,Hazard,TA25 - Metal insulation with screw pertruding found on the ground ,19,61,95,181,372,790,1159,21,40,121,316,485,854,1240
INC-1463575,2025-06-12,Cheyenne WY,Hazard,TA25 - Old red Zgal can found hidden in the corner of the Lodan building,19,61,95,181,372,790,1159,21,40,121,316,485,854,1240
INC-1463574,2025-06-14,Cheyenne WY,Hazard,25 TA Hazard: Fuel Buggy Transporting Unsecured Propane Cylinder & Driving Too Fast,19,38,80,177,360,758,1176,19,63,126,318,489,863,1249
